Raw data measurement: will output to stdout.
Raw data measurement: will output to stdout.
CLEANUP latency raw data: op, timestamp(ms), latency(us)
CLEANUP,1638084757941,1
INSERT latency raw data: op, timestamp(ms), latency(us)
INSERT,1638084724437,287255
INSERT,1638084724485,47985
INSERT,1638084724527,41873
INSERT,1638084724562,34035
INSERT,1638084724595,32904
INSERT,1638084724627,32502
INSERT,1638084724662,34456
INSERT,1638084724697,35623
INSERT,1638084724732,34520
INSERT,1638084724766,34406
INSERT,1638084724802,35212
INSERT,1638084724836,33943
INSERT,1638084724879,42675
INSERT,1638084724913,34008
INSERT,1638084724948,35379
INSERT,1638084724982,34370
INSERT,1638084725016,33692
INSERT,1638084725050,33208
INSERT,1638084725085,35006
INSERT,1638084725117,32257
INSERT,1638084725151,34432
INSERT,1638084725209,57542
INSERT,1638084725241,31650
INSERT,1638084725270,29102
INSERT,1638084725303,33417
INSERT,1638084725338,34491
INSERT,1638084725373,34459
INSERT,1638084725409,36430
INSERT,1638084725445,35870
INSERT,1638084725481,36392
INSERT,1638084725515,33690
INSERT,1638084725549,33312
INSERT,1638084725580,31673
INSERT,1638084725614,34053
INSERT,1638084725648,33462
INSERT,1638084725684,35818
INSERT,1638084725718,34587
INSERT,1638084725754,35447
INSERT,1638084725787,33250
INSERT,1638084725822,34401
INSERT,1638084725856,33926
INSERT,1638084725892,35695
INSERT,1638084725927,35140
INSERT,1638084725962,35515
INSERT,1638084725992,29783
INSERT,1638084726024,31731
INSERT,1638084726059,34752
INSERT,1638084726093,33974
INSERT,1638084726127,33980
INSERT,1638084726164,37435
INSERT,1638084726194,29852
INSERT,1638084726228,34059
INSERT,1638084726267,38347
INSERT,1638084726299,31997
INSERT,1638084726329,29906
INSERT,1638084726366,36722
INSERT,1638084726401,35285
INSERT,1638084726437,36388
INSERT,1638084726477,39511
INSERT,1638084726515,37635
INSERT,1638084726549,34491
INSERT,1638084726581,31893
INSERT,1638084726618,36427
INSERT,1638084726651,33668
INSERT,1638084726682,30874
INSERT,1638084726713,30626
INSERT,1638084726748,34943
INSERT,1638084726782,33632
INSERT,1638084726817,35099
INSERT,1638084726850,33451
INSERT,1638084726883,32974
INSERT,1638084726919,35342
INSERT,1638084726953,34400
INSERT,1638084726987,34239
INSERT,1638084727018,30248
INSERT,1638084727053,35589
INSERT,1638084727088,34259
INSERT,1638084727118,30545
INSERT,1638084727152,34109
INSERT,1638084727189,36050
INSERT,1638084727223,34752
INSERT,1638084727258,34694
INSERT,1638084727293,34534
INSERT,1638084727326,32946
INSERT,1638084727360,34265
INSERT,1638084727394,33558
INSERT,1638084727427,33483
INSERT,1638084727461,33634
INSERT,1638084727495,33639
INSERT,1638084727528,33129
INSERT,1638084727563,35103
INSERT,1638084727598,35410
INSERT,1638084727632,33395
INSERT,1638084727666,33834
INSERT,1638084727699,33394
INSERT,1638084727734,34659
INSERT,1638084727770,35534
INSERT,1638084727803,33013
INSERT,1638084727837,34678
INSERT,1638084727872,34659
INSERT,1638084727906,33656
INSERT,1638084727939,32709
INSERT,1638084727973,34664
INSERT,1638084728008,34341
INSERT,1638084728043,35744
INSERT,1638084728079,35869
INSERT,1638084728123,43226
INSERT,1638084728157,34734
INSERT,1638084728192,34726
INSERT,1638084728226,33952
INSERT,1638084728262,35255
INSERT,1638084728295,33782
INSERT,1638084728329,33777
INSERT,1638084728364,34422
INSERT,1638084728398,34501
INSERT,1638084728433,34675
INSERT,1638084728476,42443
INSERT,1638084728510,34542
INSERT,1638084728546,35847
INSERT,1638084728583,36498
INSERT,1638084728621,37982
INSERT,1638084728659,38778
INSERT,1638084728696,35952
INSERT,1638084728727,31397
INSERT,1638084728763,36351
INSERT,1638084728801,37255
INSERT,1638084728838,36804
INSERT,1638084728874,36783
INSERT,1638084728919,44123
INSERT,1638084728954,35025
INSERT,1638084728989,34892
INSERT,1638084729024,34793
