Raw data measurement: will output to stdout.
Raw data measurement: will output to stdout.
CLEANUP latency raw data: op, timestamp(ms), latency(us)
CLEANUP,1638084109452,2
UPDATE latency raw data: op, timestamp(ms), latency(us)
UPDATE,1638084075916,292086
UPDATE,1638084075949,33086
UPDATE,1638084075983,33879
UPDATE,1638084076021,38400
UPDATE,1638084076057,35121
UPDATE,1638084076094,37817
UPDATE,1638084076133,38533
UPDATE,1638084076168,35265
UPDATE,1638084076202,33256
UPDATE,1638084076238,35810
UPDATE,1638084076279,41772
UPDATE,1638084076313,33548
UPDATE,1638084076348,34685
UPDATE,1638084076384,35962
UPDATE,1638084076416,32442
UPDATE,1638084076452,35499
UPDATE,1638084076487,35047
UPDATE,1638084076524,36536
UPDATE,1638084076554,30515
UPDATE,1638084076588,33887
UPDATE,1638084076623,34952
UPDATE,1638084076659,35373
UPDATE,1638084076692,33644
UPDATE,1638084076724,31819
UPDATE,1638084076757,32530
UPDATE,1638084076798,41409
UPDATE,1638084076833,34364
UPDATE,1638084076869,36065
UPDATE,1638084076904,34738
UPDATE,1638084076937,33617
UPDATE,1638084076972,34134
UPDATE,1638084077000,28277
UPDATE,1638084077038,38407
UPDATE,1638084077074,35800
UPDATE,1638084077112,37762
UPDATE,1638084077147,34826
UPDATE,1638084077182,34568
UPDATE,1638084077215,33240
UPDATE,1638084077251,36449
UPDATE,1638084077288,36401
UPDATE,1638084077324,36393
UPDATE,1638084077360,35851
UPDATE,1638084077397,36977
UPDATE,1638084077429,31253
UPDATE,1638084077469,40056
UPDATE,1638084077501,31697
UPDATE,1638084077535,34674
UPDATE,1638084077570,34541
UPDATE,1638084077600,30560
UPDATE,1638084077637,36815
UPDATE,1638084077673,35380
UPDATE,1638084077710,37003
UPDATE,1638084077743,32900
UPDATE,1638084077778,35087
UPDATE,1638084077813,34923
UPDATE,1638084077861,48464
UPDATE,1638084077896,34962
UPDATE,1638084077929,32451
UPDATE,1638084077962,32535
UPDATE,1638084077995,33194
UPDATE,1638084078028,32990
UPDATE,1638084078062,34262
UPDATE,1638084078095,32408
UPDATE,1638084078131,35954
UPDATE,1638084078168,37671
UPDATE,1638084078213,44567
UPDATE,1638084078250,36527
UPDATE,1638084078285,35090
UPDATE,1638084078323,38163
UPDATE,1638084078359,35839
UPDATE,1638084078395,36425
UPDATE,1638084078430,34674
UPDATE,1638084078458,28153
UPDATE,1638084078489,31120
UPDATE,1638084078528,38383
UPDATE,1638084078563,34751
UPDATE,1638084078596,32906
UPDATE,1638084078625,29680
UPDATE,1638084078658,32129
UPDATE,1638084078694,36114
UPDATE,1638084078728,34310
UPDATE,1638084078762,34005
UPDATE,1638084078798,35794
UPDATE,1638084078834,35620
UPDATE,1638084078868,34035
UPDATE,1638084078901,33290
UPDATE,1638084078933,32128
UPDATE,1638084078966,32998
UPDATE,1638084079000,33887
UPDATE,1638084079030,29365
UPDATE,1638084079062,32072
UPDATE,1638084079097,35101
UPDATE,1638084079133,35860
UPDATE,1638084079165,32346
UPDATE,1638084079199,33062
UPDATE,1638084079232,33166
UPDATE,1638084079262,29872
UPDATE,1638084079296,34049
UPDATE,1638084079328,31913
UPDATE,1638084079361,32645
UPDATE,1638084079395,34439
UPDATE,1638084079428,32621
UPDATE,1638084079461,32787
UPDATE,1638084079494,33592
UPDATE,1638084079528,33479
UPDATE,1638084079560,32037
UPDATE,1638084079593,33391
UPDATE,1638084079629,35740
UPDATE,1638084079665,36152
UPDATE,1638084079697,32000
UPDATE,1638084079729,31889
UPDATE,1638084079763,33421
UPDATE,1638084079795,32153
UPDATE,1638084079830,34787
UPDATE,1638084079868,37855
