Raw data measurement: will output to stdout.
Raw data measurement: will output to stdout.
CLEANUP latency raw data: op, timestamp(ms), latency(us)
CLEANUP,1638242821057,1
UPDATE latency raw data: op, timestamp(ms), latency(us)
UPDATE,1638242490876,68583
UPDATE,1638242491058,182039
UPDATE,1638242491092,34208
UPDATE,1638242491130,37513
UPDATE,1638242491161,31746
UPDATE,1638242491200,38946
UPDATE,1638242491236,35927
UPDATE,1638242491276,40044
UPDATE,1638242491315,38375
UPDATE,1638242491352,37004
UPDATE,1638242491385,33117
UPDATE,1638242491418,32409
UPDATE,1638242491453,35422
UPDATE,1638242491492,38522
UPDATE,1638242491534,42604
UPDATE,1638242491566,31773
UPDATE,1638242491601,35021
UPDATE,1638242491637,35407
UPDATE,1638242491672,35035
UPDATE,1638242491702,30310
UPDATE,1638242491738,35918
UPDATE,1638242491772,33799
UPDATE,1638242491805,33235
UPDATE,1638242491841,35370
UPDATE,1638242491880,39175
UPDATE,1638242491919,38840
UPDATE,1638242491947,28683
UPDATE,1638242491981,33946
UPDATE,1638242492038,56100
UPDATE,1638242492070,31984
UPDATE,1638242492103,33558
UPDATE,1638242492134,30373
UPDATE,1638242492173,39045
UPDATE,1638242492212,39479
UPDATE,1638242492245,32834
UPDATE,1638242492278,32754
UPDATE,1638242492311,32696
UPDATE,1638242492346,35365
UPDATE,1638242492380,33482
UPDATE,1638242492411,31148
UPDATE,1638242492450,38999
UPDATE,1638242492483,33202
UPDATE,1638242492523,39192
UPDATE,1638242492554,31912
UPDATE,1638242492592,37922
UPDATE,1638242492627,34660
UPDATE,1638242492668,41050
UPDATE,1638242492716,47455
UPDATE,1638242492747,31379
UPDATE,1638242492788,41131
UPDATE,1638242492825,36508
UPDATE,1638242492868,42821
UPDATE,1638242492903,34912
UPDATE,1638242492941,38586
UPDATE,1638242492980,38913
UPDATE,1638242493017,36137
UPDATE,1638242493056,39353
UPDATE,1638242493091,34929
UPDATE,1638242493124,33302
UPDATE,1638242493162,37315
UPDATE,1638242493200,38276
UPDATE,1638242493230,29967
UPDATE,1638242493261,31292
UPDATE,1638242493303,41122
UPDATE,1638242493340,37446
UPDATE,1638242493379,38743
UPDATE,1638242493414,35257
UPDATE,1638242493448,33831
UPDATE,1638242493482,34217
UPDATE,1638242493513,30469
UPDATE,1638242493547,34470
UPDATE,1638242493585,37649
UPDATE,1638242493615,30297
UPDATE,1638242493648,32740
UPDATE,1638242493679,30966
UPDATE,1638242493712,32440
UPDATE,1638242493751,38827
UPDATE,1638242493790,39462
UPDATE,1638242493819,28357
UPDATE,1638242493852,33167
UPDATE,1638242493885,32953
UPDATE,1638242493919,33978
UPDATE,1638242493952,33319
UPDATE,1638242493986,33774
UPDATE,1638242494026,39635
UPDATE,1638242494059,33271
UPDATE,1638242494100,41413
UPDATE,1638242494136,35079
UPDATE,1638242494177,41320
UPDATE,1638242494212,34650
UPDATE,1638242494245,33559
UPDATE,1638242494281,35674
UPDATE,1638242494316,34895
UPDATE,1638242494351,34565
UPDATE,1638242494386,35131
UPDATE,1638242494422,35862
UPDATE,1638242494456,34245
UPDATE,1638242494499,42600
UPDATE,1638242494531,32163
UPDATE,1638242494564,33022
UPDATE,1638242494596,32307
UPDATE,1638242494626,29290
UPDATE,1638242494660,34598
UPDATE,1638242494693,32234
UPDATE,1638242494725,31827
UPDATE,1638242494763,37889
UPDATE,1638242494794,31033
UPDATE,1638242494829,35091
UPDATE,1638242494868,38712
UPDATE,1638242494903,34908
UPDATE,1638242494932,29615
UPDATE,1638242494965,32303
UPDATE,1638242495001,36025
UPDATE,1638242495040,39302
UPDATE,1638242495074,33541
UPDATE,1638242495110,35907
UPDATE,1638242495146,36067
UPDATE,1638242495184,38295
UPDATE,1638242495217,33190
UPDATE,1638242495255,37784
UPDATE,1638242495294,38480
UPDATE,1638242495330,36403
UPDATE,1638242495361,30734
UPDATE,1638242495396,35068
UPDATE,1638242495431,35371
UPDATE,1638242495465,33661
UPDATE,1638242495498,32721
UPDATE,1638242495531,33253
UPDATE,1638242495565,33239
UPDATE,1638242495603,38727
UPDATE,1638242495645,42022
UPDATE,1638242495681,35658
UPDATE,1638242495714,32963
UPDATE,1638242495744,29906
UPDATE,1638242495784,39434
UPDATE,1638242495815,31363
UPDATE,1638242495852,36690
UPDATE,1638242495881,29431
UPDATE,1638242495915,33278
UPDATE,1638242495945,30345
UPDATE,1638242495978,32974
UPDATE,1638242496019,40539
UPDATE,1638242496051,32014
UPDATE,1638242496088,37471
UPDATE,1638242496124,35602
UPDATE,1638242496159,34886
UPDATE,1638242496193,34040
UPDATE,1638242496230,36845
UPDATE,1638242496264,34033
UPDATE,1638242496295,31628
UPDATE,1638242496326,30020
UPDATE,1638242496358,32461
UPDATE,1638242496397,39135
UPDATE,1638242496428,30327
UPDATE,1638242496458,30126
UPDATE,1638242496490,32514
UPDATE,1638242496520,29717
UPDATE,1638242496550,29533
UPDATE,1638242496589,39722
UPDATE,1638242496624,34219
UPDATE,1638242496663,39303
UPDATE,1638242496697,33431
UPDATE,1638242496730,33235
UPDATE,1638242496766,36103
UPDATE,1638242496799,32751
UPDATE,1638242496829,30509
UPDATE,1638242496862,33064
UPDATE,1638242496900,37569
UPDATE,1638242496933,33270
UPDATE,1638242496968,34519
UPDATE,1638242497002,34043
UPDATE,1638242497043,40358
UPDATE,1638242497073,29988
UPDATE,1638242497107,33957
UPDATE,1638242497142,35281
UPDATE,1638242497174,32508
UPDATE,1638242497209,34785
UPDATE,1638242497240,31006
UPDATE,1638242497275,34290
UPDATE,1638242497312,36932
UPDATE,1638242497340,28500
UPDATE,1638242497369,28425
UPDATE,1638242497398,29533
UPDATE,1638242497432,33784
UPDATE,1638242497472,39682
UPDATE,1638242497503,30853
UPDATE,1638242497534,30975
UPDATE,1638242497565,31263
UPDATE,1638242497607,42153
UPDATE,1638242497642,34760
UPDATE,1638242497696,53483
UPDATE,1638242497729,33246
UPDATE,1638242497767,37728
UPDATE,1638242497803,35699
UPDATE,1638242497844,41439
UPDATE,1638242497882,38358
UPDATE,1638242497915,32699
UPDATE,1638242497946,31125
UPDATE,1638242497982,35109
UPDATE,1638242498016,34514
UPDATE,1638242498054,37944
UPDATE,1638242498082,28240
UPDATE,1638242498117,34613
UPDATE,1638242498155,37534
UPDATE,1638242498189,34418
UPDATE,1638242498221,32049
UPDATE,1638242498257,35836
UPDATE,1638242498292,34820
UPDATE,1638242498321,28935
UPDATE,1638242498358,36642
UPDATE,1638242498390,32676
UPDATE,1638242498420,30132
UPDATE,1638242498449,28678
