Raw data measurement: will output to stdout.
Raw data measurement: will output to stdout.
CLEANUP latency raw data: op, timestamp(ms), latency(us)
CLEANUP,1638236645801,1
UPDATE latency raw data: op, timestamp(ms), latency(us)
UPDATE,1638236612242,189396
UPDATE,1638236612277,35192
UPDATE,1638236612313,35315
UPDATE,1638236612349,35989
UPDATE,1638236612384,35394
UPDATE,1638236612423,38825
UPDATE,1638236612457,33863
UPDATE,1638236612492,34517
UPDATE,1638236612526,34288
UPDATE,1638236612555,29103
UPDATE,1638236612588,32646
UPDATE,1638236612622,34161
UPDATE,1638236612661,39149
UPDATE,1638236612705,43685
UPDATE,1638236612748,42704
UPDATE,1638236612783,34797
UPDATE,1638236612816,32927
UPDATE,1638236612847,30928
UPDATE,1638236612882,35521
UPDATE,1638236612919,36671
UPDATE,1638236612954,35231
UPDATE,1638236612988,34216
UPDATE,1638236613030,41759
UPDATE,1638236613060,29707
UPDATE,1638236613091,30662
UPDATE,1638236613125,34196
UPDATE,1638236613162,36462
UPDATE,1638236613204,42833
UPDATE,1638236613239,34648
UPDATE,1638236613274,34683
UPDATE,1638236613303,29009
UPDATE,1638236613339,35951
UPDATE,1638236613373,34165
UPDATE,1638236613406,32324
UPDATE,1638236613450,44724
UPDATE,1638236613486,35040
UPDATE,1638236613520,33986
UPDATE,1638236613554,34134
UPDATE,1638236613588,34662
UPDATE,1638236613622,33449
UPDATE,1638236613657,34487
UPDATE,1638236613690,33156
UPDATE,1638236613720,29675
UPDATE,1638236613752,31978
UPDATE,1638236613786,33938
UPDATE,1638236613818,31984
UPDATE,1638236613853,35674
UPDATE,1638236613897,44108
UPDATE,1638236613934,36381
UPDATE,1638236613965,31213
UPDATE,1638236614000,35047
UPDATE,1638236614035,34899
UPDATE,1638236614066,31149
UPDATE,1638236614096,29718
UPDATE,1638236614132,36221
UPDATE,1638236614167,34053
UPDATE,1638236614211,44369
UPDATE,1638236614243,31907
UPDATE,1638236614280,36690
UPDATE,1638236614317,36804
UPDATE,1638236614347,29840
UPDATE,1638236614377,30662
UPDATE,1638236614412,34350
UPDATE,1638236614441,29114
UPDATE,1638236614475,34272
UPDATE,1638236614510,34408
UPDATE,1638236614544,34331
UPDATE,1638236614575,30521
UPDATE,1638236614611,36496
UPDATE,1638236614639,27929
UPDATE,1638236614670,30836
UPDATE,1638236614700,29906
UPDATE,1638236614734,34322
UPDATE,1638236614770,35607
UPDATE,1638236614805,34624
UPDATE,1638236614840,35063
UPDATE,1638236614870,30187
UPDATE,1638236614904,34410
UPDATE,1638236614939,34133
UPDATE,1638236614974,35788
UPDATE,1638236615006,31309
UPDATE,1638236615041,34811
UPDATE,1638236615072,31648
UPDATE,1638236615111,38081
UPDATE,1638236615148,37765
UPDATE,1638236615185,36545
UPDATE,1638236615215,29790
UPDATE,1638236615253,38266
UPDATE,1638236615283,29610
UPDATE,1638236615314,30669
UPDATE,1638236615352,38671
UPDATE,1638236615392,39703
UPDATE,1638236615428,35903
UPDATE,1638236615458,29754
UPDATE,1638236615494,36248
UPDATE,1638236615528,33871
UPDATE,1638236615563,35191
UPDATE,1638236615593,29689
UPDATE,1638236615627,33912
UPDATE,1638236615663,35608
UPDATE,1638236615698,34877
UPDATE,1638236615732,34622
UPDATE,1638236615762,29712
UPDATE,1638236615798,35604
UPDATE,1638236615833,35243
UPDATE,1638236615867,33877
UPDATE,1638236615899,31909
UPDATE,1638236615932,32886
UPDATE,1638236615960,28009
UPDATE,1638236615993,33309
UPDATE,1638236616029,35226
UPDATE,1638236616063,34069
UPDATE,1638236616099,36223
UPDATE,1638236616134,35056
UPDATE,1638236616167,33353
UPDATE,1638236616202,34368
UPDATE,1638236616239,36683
UPDATE,1638236616273,34360
UPDATE,1638236616302,29306
UPDATE,1638236616336,33581
UPDATE,1638236616371,34594
UPDATE,1638236616407,36730
UPDATE,1638236616452,44848
UPDATE,1638236616482,29763
UPDATE,1638236616513,31194
UPDATE,1638236616546,32428
UPDATE,1638236616582,36290
UPDATE,1638236616617,34902
UPDATE,1638236616649,31690
UPDATE,1638236616682,32807
UPDATE,1638236616714,31829
UPDATE,1638236616743,29614
UPDATE,1638236616779,35624
UPDATE,1638236616814,34723
UPDATE,1638236616849,34953
UPDATE,1638236616883,33951
UPDATE,1638236616914,30689
UPDATE,1638236616950,36083
UPDATE,1638236616984,34678
UPDATE,1638236617016,31440
UPDATE,1638236617045,28873
UPDATE,1638236617077,32514
UPDATE,1638236617116,38117
UPDATE,1638236617183,67519
UPDATE,1638236617214,31257
UPDATE,1638236617252,37077
UPDATE,1638236617281,29653
UPDATE,1638236617320,38441
UPDATE,1638236617353,33290
UPDATE,1638236617387,34110
UPDATE,1638236617420,32192
UPDATE,1638236617451,31484
UPDATE,1638236617483,32133
UPDATE,1638236617519,35200
UPDATE,1638236617554,35338
UPDATE,1638236617586,31886
UPDATE,1638236617620,34138
UPDATE,1638236617653,33053
UPDATE,1638236617683,30094
UPDATE,1638236617713,29412
UPDATE,1638236617744,31325
UPDATE,1638236617779,34568
UPDATE,1638236617815,36016
UPDATE,1638236617847,32055
UPDATE,1638236617878,31473
UPDATE,1638236617915,36205
UPDATE,1638236617945,30109
UPDATE,1638236617977,31653
UPDATE,1638236618011,34215
UPDATE,1638236618041,29681
UPDATE,1638236618074,33571
UPDATE,1638236618104,29288
UPDATE,1638236618137,33316
