Raw data measurement: will output to stdout.
Raw data measurement: will output to stdout.
CLEANUP latency raw data: op, timestamp(ms), latency(us)
CLEANUP,1638087809854,10
UPDATE latency raw data: op, timestamp(ms), latency(us)
UPDATE,1638087775804,285924
UPDATE,1638087775836,32154
UPDATE,1638087775872,35356
UPDATE,1638087775908,36306
UPDATE,1638087775945,36756
UPDATE,1638087775977,32346
UPDATE,1638087776010,32008
UPDATE,1638087776043,32909
UPDATE,1638087776086,43651
UPDATE,1638087776120,33724
UPDATE,1638087776154,34290
UPDATE,1638087776188,33301
UPDATE,1638087776223,35242
UPDATE,1638087776258,34636
UPDATE,1638087776294,36219
UPDATE,1638087776331,36545
UPDATE,1638087776370,39181
UPDATE,1638087776404,34299
UPDATE,1638087776438,33844
UPDATE,1638087776472,33621
UPDATE,1638087776508,35927
UPDATE,1638087776542,34471
UPDATE,1638087776574,31401
UPDATE,1638087776609,34927
UPDATE,1638087776644,34812
UPDATE,1638087776681,37102
UPDATE,1638087776717,36281
UPDATE,1638087776754,37128
UPDATE,1638087776787,32310
UPDATE,1638087776821,34391
UPDATE,1638087776860,38543
UPDATE,1638087776900,40044
UPDATE,1638087776935,34916
UPDATE,1638087776970,35035
UPDATE,1638087777004,34342
UPDATE,1638087777041,36750
UPDATE,1638087777073,32212
UPDATE,1638087777107,33641
UPDATE,1638087777143,35604
UPDATE,1638087777176,33626
UPDATE,1638087777218,41534
UPDATE,1638087777253,34452
UPDATE,1638087777289,35978
UPDATE,1638087777322,33658
UPDATE,1638087777358,36069
UPDATE,1638087777394,35197
UPDATE,1638087777431,37519
UPDATE,1638087777466,34383
UPDATE,1638087777503,36749
UPDATE,1638087777539,36118
UPDATE,1638087777574,35542
UPDATE,1638087777606,31646
UPDATE,1638087777640,33619
UPDATE,1638087777674,34472
UPDATE,1638087777709,34513
UPDATE,1638087777743,33987
UPDATE,1638087777778,35262
UPDATE,1638087777814,35974
UPDATE,1638087777850,35558
UPDATE,1638087777885,34875
UPDATE,1638087777918,32781
UPDATE,1638087777952,34344
UPDATE,1638087777987,34538
UPDATE,1638087778022,35664
UPDATE,1638087778058,35834
UPDATE,1638087778094,35708
UPDATE,1638087778131,36849
UPDATE,1638087778166,35231
UPDATE,1638087778205,39108
UPDATE,1638087778238,32962
UPDATE,1638087778280,41747
UPDATE,1638087778315,35294
UPDATE,1638087778352,36064
UPDATE,1638087778385,33459
UPDATE,1638087778422,36917
UPDATE,1638087778457,35293
UPDATE,1638087778491,33444
UPDATE,1638087778524,33199
UPDATE,1638087778559,34993
UPDATE,1638087778593,33392
UPDATE,1638087778626,33481
UPDATE,1638087778660,33831
UPDATE,1638087778694,33723
UPDATE,1638087778729,34911
UPDATE,1638087778764,35272
UPDATE,1638087778799,35163
UPDATE,1638087778834,34179
UPDATE,1638087778869,34879
UPDATE,1638087778904,35150
UPDATE,1638087778936,32580
UPDATE,1638087778969,32180
UPDATE,1638087779005,36232
UPDATE,1638087779042,37410
UPDATE,1638087779086,43039
UPDATE,1638087779121,35440
UPDATE,1638087779154,33213
UPDATE,1638087779191,37061
UPDATE,1638087779221,29564
UPDATE,1638087779252,30545
UPDATE,1638087779287,34911
UPDATE,1638087779329,42335
UPDATE,1638087779364,34523
UPDATE,1638087779400,36289
UPDATE,1638087779436,35613
UPDATE,1638087779465,29475
UPDATE,1638087779498,33272
UPDATE,1638087779534,35573
UPDATE,1638087779569,34728
UPDATE,1638087779605,36141
UPDATE,1638087779639,34282
UPDATE,1638087779676,36040
UPDATE,1638087779710,33960
UPDATE,1638087779744,34908
UPDATE,1638087779781,36581
UPDATE,1638087779816,34642
UPDATE,1638087779859,42686
UPDATE,1638087779893,34875
UPDATE,1638087779930,36125
UPDATE,1638087779966,36233
UPDATE,1638087780001,35416
UPDATE,1638087780035,33589
UPDATE,1638087780078,43370
UPDATE,1638087780112,33437
UPDATE,1638087780146,34235
UPDATE,1638087780177,31177
UPDATE,1638087780211,33222
UPDATE,1638087780245,34293
UPDATE,1638087780279,33451
UPDATE,1638087780323,44527
UPDATE,1638087780366,42776
UPDATE,1638087780402,36079
UPDATE,1638087780439,36833
UPDATE,1638087780473,33920
UPDATE,1638087780507,33963
UPDATE,1638087780546,38754
UPDATE,1638087780581,35454
UPDATE,1638087780616,35059
UPDATE,1638087780653,36682
UPDATE,1638087780688,34513
UPDATE,1638087780724,36237
UPDATE,1638087780760,36365
UPDATE,1638087780793,32610
UPDATE,1638087780824,30847
UPDATE,1638087780859,34452
UPDATE,1638087780894,35716
UPDATE,1638087780931,36416
UPDATE,1638087780965,34594
UPDATE,1638087780999,33222
UPDATE,1638087781034,35258
UPDATE,1638087781066,32218
UPDATE,1638087781100,33890
UPDATE,1638087781135,35167
UPDATE,1638087781172,36217
UPDATE,1638087781208,36266
UPDATE,1638087781238,30024
UPDATE,1638087781274,35617
UPDATE,1638087781308,34177
UPDATE,1638087781351,43244
UPDATE,1638087781386,34684
UPDATE,1638087781421,35322
UPDATE,1638087781460,38050
UPDATE,1638087781497,37274
UPDATE,1638087781529,32045
UPDATE,1638087781560,31118
UPDATE,1638087781591,30789
UPDATE,1638087781628,36653
UPDATE,1638087781663,35519
UPDATE,1638087781700,36623
UPDATE,1638087781737,36695
UPDATE,1638087781773,36205
UPDATE,1638087781810,36690
UPDATE,1638087781844,34697
UPDATE,1638087781879,34971
UPDATE,1638087781915,35466
UPDATE,1638087781948,32519
UPDATE,1638087781983,35052
UPDATE,1638087782016,33457
UPDATE,1638087782047,30777
UPDATE,1638087782082,35071
UPDATE,1638087782116,33704
UPDATE,1638087782152,36181
UPDATE,1638087782187,35209
UPDATE,1638087782222,34275
UPDATE,1638087782257,35669
UPDATE,1638087782293,35764
UPDATE,1638087782328,34709
UPDATE,1638087782362,33569
UPDATE,1638087782397,35789
UPDATE,1638087782428,30172
UPDATE,1638087782459,31590
UPDATE,1638087782493,33830
UPDATE,1638087782533,39405
UPDATE,1638087782568,35536
UPDATE,1638087782605,36342
UPDATE,1638087782640,35278
UPDATE,1638087782673,32672
UPDATE,1638087782707,34533
UPDATE,1638087782742,34881
UPDATE,1638087782777,34971
UPDATE,1638087782810,32471
UPDATE,1638087782845,34711
UPDATE,1638087782881,35863
UPDATE,1638087782918,37568
UPDATE,1638087782953,35171
UPDATE,1638087782989,35196
UPDATE,1638087783025,35899
UPDATE,1638087783055,30469
UPDATE,1638087783091,35877
UPDATE,1638087783121,29977
UPDATE,1638087783156,35260
UPDATE,1638087783190,33816
UPDATE,1638087783224,33259
UPDATE,1638087783259,35609
UPDATE,1638087783295,35988
UPDATE,1638087783327,31117
UPDATE,1638087783363,36020
UPDATE,1638087783398,35014
UPDATE,1638087783431,33259
UPDATE,1638087783466,34624
UPDATE,1638087783494,28766
UPDATE,1638087783524,29279
UPDATE,1638087783556,31872
UPDATE,1638087783590,34593
UPDATE,1638087783625,34806
UPDATE,1638087783659,33598
UPDATE,1638087783690,31311
UPDATE,1638087783723,32758
UPDATE,1638087783757,33570
UPDATE,1638087783788,31622
UPDATE,1638087783826,37750
UPDATE,1638087783860,34051
UPDATE,1638087783894,33962
UPDATE,1638087783926,31456
UPDATE,1638087783959,33346
UPDATE,1638087783998,38324
UPDATE,1638087784033,35316
UPDATE,1638087784065,31622
UPDATE,1638087784103,37939
UPDATE,1638087784138,35441
UPDATE,1638087784174,35802
UPDATE,1638087784207,33515
UPDATE,1638087784242,34118
UPDATE,1638087784277,35157
UPDATE,1638087784307,29964
UPDATE,1638087784341,34108
UPDATE,1638087784372,30653
UPDATE,1638087784410,38024
UPDATE,1638087784445,35244
UPDATE,1638087784480,35101
UPDATE,1638087784514,33831
UPDATE,1638087784550,35611
UPDATE,1638087784584,33841
UPDATE,1638087784619,35229
UPDATE,1638087784653,33402
UPDATE,1638087784688,35175
UPDATE,1638087784722,33687
UPDATE,1638087784757,34899
UPDATE,1638087784792,35565
UPDATE,1638087784827,34726
UPDATE,1638087784860,32671
UPDATE,1638087784894,34511
UPDATE,1638087784930,35709
UPDATE,1638087784966,36031
UPDATE,1638087784997,31413
UPDATE,1638087785029,31093
UPDATE,1638087785062,33475
UPDATE,1638087785094,31890
UPDATE,1638087785153,59255
UPDATE,1638087785204,50977
UPDATE,1638087785234,29751
UPDATE,1638087785268,34034
UPDATE,1638087785297,28900
UPDATE,1638087785326,28882
UPDATE,1638087785359,33157
UPDATE,1638087785390,30836
UPDATE,1638087785423,33111
UPDATE,1638087785455,31533
UPDATE,1638087785492,37022
UPDATE,1638087785529,36336
UPDATE,1638087785565,36060
UPDATE,1638087785600,35501
UPDATE,1638087785635,34746
UPDATE,1638087785669,33501
UPDATE,1638087785700,31490
UPDATE,1638087785731,30774
UPDATE,1638087785763,31975
UPDATE,1638087785798,35429
UPDATE,1638087785842,43931
UPDATE,1638087785877,35031
UPDATE,1638087785911,33385
UPDATE,1638087785945,33910
UPDATE,1638087785980,35422
UPDATE,1638087786015,34393
UPDATE,1638087786048,33450
UPDATE,1638087786083,34456
UPDATE,1638087786119,36069
UPDATE,1638087786154,35038
UPDATE,1638087786191,37009
UPDATE,1638087786226,35374
UPDATE,1638087786263,36457
UPDATE,1638087786300,36584
UPDATE,1638087786335,35575
UPDATE,1638087786374,38410
UPDATE,1638087786406,32024
UPDATE,1638087786444,38427
UPDATE,1638087786481,36401
UPDATE,1638087786517,36504
UPDATE,1638087786553,35614
UPDATE,1638087786590,36696
UPDATE,1638087786620,30708
UPDATE,1638087786655,34787
UPDATE,1638087786689,33882
UPDATE,1638087786725,36161
UPDATE,1638087786765,39897
UPDATE,1638087786799,33262
UPDATE,1638087786834,35402
UPDATE,1638087786869,34807
UPDATE,1638087786906,36797
UPDATE,1638087786940,33755
UPDATE,1638087786974,34427
UPDATE,1638087787009,34957
UPDATE,1638087787043,33255
UPDATE,1638087787072,28988
UPDATE,1638087787104,32643
UPDATE,1638087787136,31216
UPDATE,1638087787164,28717
UPDATE,1638087787193,29134
UPDATE,1638087787227,33173
UPDATE,1638087787262,35174
UPDATE,1638087787303,41457
UPDATE,1638087787339,35722
UPDATE,1638087787374,34794
UPDATE,1638087787409,35372
UPDATE,1638087787445,35306
UPDATE,1638087787477,32035
UPDATE,1638087787515,37818
UPDATE,1638087787545,30318
UPDATE,1638087787576,30919
UPDATE,1638087787611,34670
UPDATE,1638087787644,33026
UPDATE,1638087787677,32968
UPDATE,1638087787712,34635
UPDATE,1638087787742,30326
UPDATE,1638087787778,35689
UPDATE,1638087787813,35302
UPDATE,1638087787848,34978
UPDATE,1638087787883,34627
UPDATE,1638087787915,31604
UPDATE,1638087787946,31428
UPDATE,1638087787979,32605
UPDATE,1638087788008,29480
UPDATE,1638087788043,34458
UPDATE,1638087788076,33655
UPDATE,1638087788110,33405
UPDATE,1638087788143,33015
UPDATE,1638087788177,33502
UPDATE,1638087788212,35146
UPDATE,1638087788247,35496
UPDATE,1638087788283,35426
UPDATE,1638087788320,36905
UPDATE,1638087788353,33452
UPDATE,1638087788388,35123
UPDATE,1638087788422,33408
UPDATE,1638087788458,35792
UPDATE,1638087788494,36101
UPDATE,1638087788536,42526
UPDATE,1638087788570,33687
UPDATE,1638087788607,36691
UPDATE,1638087788641,33718
UPDATE,1638087788678,37415
UPDATE,1638087788719,41151
UPDATE,1638087788753,33169
UPDATE,1638087788788,35563
UPDATE,1638087788820,31891
UPDATE,1638087788854,33703
UPDATE,1638087788893,38901
UPDATE,1638087788928,34984
UPDATE,1638087788963,35147
UPDATE,1638087789005,42045
UPDATE,1638087789040,34353
UPDATE,1638087789075,34817
UPDATE,1638087789111,36161
UPDATE,1638087789146,35491
UPDATE,1638087789181,34667
UPDATE,1638087789216,35033
UPDATE,1638087789252,35133
UPDATE,1638087789287,35766
UPDATE,1638087789322,34788
UPDATE,1638087789358,35545
UPDATE,1638087789393,35261
UPDATE,1638087789427,33717
